,titles,rates,reviews,review_id
8109,애프터: 에버 해피,8,"1, 2편은 진짜 재밌게 봤는데,, 의리, 하딘이랑 테사 얼굴합 때문에 4편까지 보게 됨ㅠㅠ 이번 편은 앞 내용 안 보면 진짜 비추함...! 솔직히 4편은 미드 같은 느낌이 강했지만,, 다른 편에 비해 아쉬운 스토리를 제외하고는 다 만족했음..! 하딘테사랑 Only everthing이 너무 잘 어울리고 ost 다 좋았고, 하딘 초점으로 타임랩스 쓴 거, 3",heav****
8110,늑대사냥,5,"아...할 말을 잃어버리게 만드는 영화네요. 왜 자꾸만 영화 ""마녀""의 그림자가 떠오르는지... ",heav****
8111,아이의 노랫소리를 들려줘,7,"내용은 왠지 익숙한데, 중간중간 노래와 그것을 표현하는 영상은 좋은 것 같네요~ 그냥 무난하게 잘 봤습니다. ",heav****
8112,육사오(6/45),9,정말 오랫만에 영화보면서 마구 웃었던 것 같네요~^^ ,heav****
8113,공조2: 인터내셔날,9,여러 면에서 전편보다 나은 속편이네요~^^ 보는 내내 유쾌했습니다. ,heav****
8114,리미트,3,영화 길이가 짧은 것이 그나마 미덕...그 외에는...음...소재도 이제는 진부하고 이야기 전개도 지루하고...;;; ,heav****
8115,헌트,9,나름 재미있게 관람했네요~^^ ,heav****
8116,비상선언,6,이런 류의 영화에서 늘 예측가능한 흐름과 결말....기억에 남는 것은 오직 임시완의 살아있는 연기...그 눈빛 ,heav****
8117,한산: 용의 출현,10,이런 영화는 정말 극장에서 봐야 합니다. 거북선의 등장과 웅장한 학익진...정말 장관입니다. ㅎㅎ ,heav****
8118,외계+인 1부,6,아이디어는 기발했으나 뭔가 어디선가 들어본 듯한 이야기 같기도 하고...음...2부도 봐야 하나 싶네요. ,heav****
8119,명탐정 코난: 할로윈의 신부,9,오랫만에 영화적인 스케일도 좀 크고 잘 짜여진 각본의 <명탐정 코난> 극장판을 접한 것 같습니다. 보는 내내 즐거웠습니다. ,heav****
8120,버즈 라이트이어,7,토이스토리의 한 캐릭터 버즈의 스핀오프이자 프리퀄(?) 영화...역시 픽사의 상상력이란 언제나 놀라운 것 같습니다. ,heav****
8121,프리즌,10,정말 멋진 영화네요~^^ ,heav****
8122,끝까지 간다,9,"정말 영화를 ""끝까지"" 보게 하는 긴장감이 잘 살아 있는 영화네요. 이선균과 조진웅의 날 선 연기 대립각도 좋았고...전체적으로 만족스러웠습니다. ",heav****
8123,에덴의 선택,9,예고편을 보았는데...아...정말 말이 안 나오네요. 충격입니다. 이런 영화 정말 많은 사람들이 꼭 보고 경각심을 갖아야 할 것이라 생각합니다. ,heav****
8124,고스트: 보이지 않는 사랑,6,기대가 너무 컸던 것 같아요...너무나도 엉성한...ㅠㅠ ,heav****
8125,폐가,1,아...이건 너무 심했다....이 영화 뭥미? ,heav****
8126,블러드,6,철학을 잘 담아내지 못한 영화는 전지현만으로는 무리인 듯... ,heav****
8127,문프린세스: 문에이커의 비밀,5,기대보다 엄청 밍밍한 판타지...안습.... ,heav****
8128,마린 보이,8,갈수록 긴장감은 좀 떨어지는데 조재현의 연기 역시 짱입니다... ,heav****
8129,작전,8,박희순의 연기 하나만으로도 건질 것이 있는 영화!!! ,heav****
8130,버즈 라이트이어,7,토이스토리의 한 캐릭터 버즈의 스핀오프이자 프리퀄(?) 영화...역시 픽사의 상상력이란 언제나 놀라운 것 같습니다. ,heav****
8131,프리즌,10,정말 멋진 영화네요~^^ ,heav****
8132,끝까지 간다,9,"정말 영화를 ""끝까지"" 보게 하는 긴장감이 잘 살아 있는 영화네요. 이선균과 조진웅의 날 선 연기 대립각도 좋았고...전체적으로 만족스러웠습니다. ",heav****
8133,에덴의 선택,9,예고편을 보았는데...아...정말 말이 안 나오네요. 충격입니다. 이런 영화 정말 많은 사람들이 꼭 보고 경각심을 갖아야 할 것이라 생각합니다. ,heav****
8134,고스트: 보이지 않는 사랑,6,기대가 너무 컸던 것 같아요...너무나도 엉성한...ㅠㅠ ,heav****
8135,폐가,1,아...이건 너무 심했다....이 영화 뭥미? ,heav****
8136,블러드,6,철학을 잘 담아내지 못한 영화는 전지현만으로는 무리인 듯... ,heav****
8137,문프린세스: 문에이커의 비밀,5,기대보다 엄청 밍밍한 판타지...안습.... ,heav****
8138,마린 보이,8,갈수록 긴장감은 좀 떨어지는데 조재현의 연기 역시 짱입니다... ,heav****
8139,작전,8,박희순의 연기 하나만으로도 건질 것이 있는 영화!!! ,heav****
8140,결혼 이야기,10,사랑하고 아프고 그래도 사랑하고. 여운이 많이남는 영화였다 ,heav****
8141,원스,10,영화는 끝나도 음악으로 짙어진 여운. ,heav****
8142,싱 스트리트,10,두근거리고 반항적이고 자유롭다! 너무 신선한 영화! ,heav****
8143,내 사랑,10,사랑스러운 그녀에 빠져든다 ,heav****
8144,우아한 거짓말,7,배우들도 너무 좋고 마음을 울리는 영화였어요 ,heav****
8145,사랑할 땐 누구나 최악이 된다,8,연출도 너무 좋았고 달콤 씁쓸한 현실과 영화를 잘 버무린 스토리도 좋았어요. 올해 최고 영화였음. ,heav****
8146,엘비스,2,"연출이 정말 별로였다. 흑인들 나오는 초반부엔재밌었으나 이후 지조없이 이랬다저랬다하는 엘비스가 매력없이 느껴졌고, 보는내내 보헤미안 랩소디가 정말 잘 만든 영화구나라고 다시 느꼈다.싱스트리트의 신선함도 보헤미안의 반항기 넘치는 똘기도 없었던 물에 술탄듯 술에 물탄듯한 영화. 중반부터 몰입감이 확떨어졌음. ",heav****
8147,프리 가이,10,짜임새있고 빈틈없이 완벽한 영화 ,heav****
8148,작가 미상,10,,heav****
8149,미드소마,10,정신이 피폐해지고 기빨리고 한동안 멍해지는 느낌이 몇일감. 감독의 연출이 대단하다고 느낌. 옳고그르다를 넘어선 맹목적인 공포였어요 ,heav****
8150,82년생 김지영,10, 영화보는 내내 공감이 됐습니다 소설과 영화속 김지영은 현 사회속에서 치여서 힘들어하는 우리의 자화상같았어요 지영이가 너무 안타까웠어요 그리고 남편도 어머니들도 안타까웠어요 누가 모두를 이렇게 아프게 한것일까요? 모두가 결핍을 안고 살아갈수없는 현실에 서로 헐뜯고 그것을 통해 결핍된 자신들의 마음의 구멍을 매꾸고 살아가고있는것같아요. 모두가 아픈 현실속에 ,heav****
8151,앤트맨과 와스프,10,너무재밌는데!!다음 마블시리즈 완전기대됨! ,heav****
8152,블랙 팬서,2,안졸렸는데 그냥 잤어요 ,heav****
8153,1987,9,배우들이 왜 다 나와서 열연하는지 알겠어요. 지금 정권까지 오기까지 얼마나 많은분들이 희생당하시고 힘든시절을 겪으셨는지.. 이시대에 사는 오늘에 감사합니다. ,heav****
8154,범죄도시,8,보는내내 심장이쫄깃 .잔인해서 무서웠지만 배우들 연기 소름돋게 잘하네요 ,heav****
8155,형,9,웃다가 펑펑울다.. 공감이 많이가는 영화였어요. 배우들 연기 너무 좋았습니다! ,heav****
8156,밀정,10,군더더기 없이 깔끔하다 감정연기들을 너무잘해서 내내 몰입해서 보고옴 ,heav****
8157,터널,9,믿고보는 하정우! 오달수 ! ,heav****
8158,변호인,10,여기다 정치판 욕해도 잡혀가는거 아닌가싶네요 아직도 뭐.. ,girl****
8159,아저씨,10,뻔한복수극이라도 연출에 따라 이리달라보일수있구나하고생각했다. 최고의영화!!! ,girl****
8160,82년생 김지영,10, 영화보는 내내 공감이 됐습니다 소설과 영화속 김지영은 현 사회속에서 치여서 힘들어하는 우리의 자화상같았어요 지영이가 너무 안타까웠어요 그리고 남편도 어머니들도 안타까웠어요 누가 모두를 이렇게 아프게 한것일까요? 모두가 결핍을 안고 살아갈수없는 현실에 서로 헐뜯고 그것을 통해 결핍된 자신들의 마음의 구멍을 매꾸고 살아가고있는것같아요. 모두가 아픈 현실속에 ,girl****
8161,앤트맨과 와스프,10,너무재밌는데!!다음 마블시리즈 완전기대됨! ,girl****
8162,블랙 팬서,2,안졸렸는데 그냥 잤어요 ,girl****
8163,1987,9,배우들이 왜 다 나와서 열연하는지 알겠어요. 지금 정권까지 오기까지 얼마나 많은분들이 희생당하시고 힘든시절을 겪으셨는지.. 이시대에 사는 오늘에 감사합니다. ,girl****
8164,범죄도시,8,보는내내 심장이쫄깃 .잔인해서 무서웠지만 배우들 연기 소름돋게 잘하네요 ,girl****
8165,형,9,웃다가 펑펑울다.. 공감이 많이가는 영화였어요. 배우들 연기 너무 좋았습니다! ,girl****
8166,밀정,10,군더더기 없이 깔끔하다 감정연기들을 너무잘해서 내내 몰입해서 보고옴 ,girl****
8167,터널,9,믿고보는 하정우! 오달수 ! ,girl****
8168,변호인,10,여기다 정치판 욕해도 잡혀가는거 아닌가싶네요 아직도 뭐.. ,heav****
8169,아저씨,10,뻔한복수극이라도 연출에 따라 이리달라보일수있구나하고생각했다. 최고의영화!!! ,heav****
8170,늑대사냥,5,"아...할 말을 잃어버리게 만드는 영화네요. 왜 자꾸만 영화 ""마녀""의 그림자가 떠오르는지... ",heav****
8171,아이의 노랫소리를 들려줘,7,"내용은 왠지 익숙한데, 중간중간 노래와 그것을 표현하는 영상은 좋은 것 같네요~ 그냥 무난하게 잘 봤습니다. ",heav****
8172,육사오(6/45),9,정말 오랫만에 영화보면서 마구 웃었던 것 같네요~^^ ,heav****
8173,공조2: 인터내셔날,9,여러 면에서 전편보다 나은 속편이네요~^^ 보는 내내 유쾌했습니다. ,heav****
8174,리미트,3,영화 길이가 짧은 것이 그나마 미덕...그 외에는...음...소재도 이제는 진부하고 이야기 전개도 지루하고...;;; ,heav****
8175,헌트,9,나름 재미있게 관람했네요~^^ ,heav****
8176,비상선언,6,이런 류의 영화에서 늘 예측가능한 흐름과 결말....기억에 남는 것은 오직 임시완의 살아있는 연기...그 눈빛 ,heav****
8177,한산: 용의 출현,10,이런 영화는 정말 극장에서 봐야 합니다. 거북선의 등장과 웅장한 학익진...정말 장관입니다. ㅎㅎ ,heav****
8178,외계+인 1부,6,아이디어는 기발했으나 뭔가 어디선가 들어본 듯한 이야기 같기도 하고...음...2부도 봐야 하나 싶네요. ,heav****
8179,명탐정 코난: 할로윈의 신부,9,오랫만에 영화적인 스케일도 좀 크고 잘 짜여진 각본의 <명탐정 코난> 극장판을 접한 것 같습니다. 보는 내내 즐거웠습니다. ,heav****
8180,버즈 라이트이어,7,토이스토리의 한 캐릭터 버즈의 스핀오프이자 프리퀄(?) 영화...역시 픽사의 상상력이란 언제나 놀라운 것 같습니다. ,heav****
8181,프리즌,10,정말 멋진 영화네요~^^ ,heav****
8182,끝까지 간다,9,"정말 영화를 ""끝까지"" 보게 하는 긴장감이 잘 살아 있는 영화네요. 이선균과 조진웅의 날 선 연기 대립각도 좋았고...전체적으로 만족스러웠습니다. ",heav****
8183,에덴의 선택,9,예고편을 보았는데...아...정말 말이 안 나오네요. 충격입니다. 이런 영화 정말 많은 사람들이 꼭 보고 경각심을 갖아야 할 것이라 생각합니다. ,heav****
8184,고스트: 보이지 않는 사랑,6,기대가 너무 컸던 것 같아요...너무나도 엉성한...ㅠㅠ ,heav****
8185,폐가,1,아...이건 너무 심했다....이 영화 뭥미? ,heav****
8186,블러드,6,철학을 잘 담아내지 못한 영화는 전지현만으로는 무리인 듯... ,heav****
8187,문프린세스: 문에이커의 비밀,5,기대보다 엄청 밍밍한 판타지...안습.... ,heav****
8188,마린 보이,8,갈수록 긴장감은 좀 떨어지는데 조재현의 연기 역시 짱입니다... ,heav****
8189,작전,8,박희순의 연기 하나만으로도 건질 것이 있는 영화!!! ,heav****
8190,버즈 라이트이어,7,토이스토리의 한 캐릭터 버즈의 스핀오프이자 프리퀄(?) 영화...역시 픽사의 상상력이란 언제나 놀라운 것 같습니다. ,heav****
8191,프리즌,10,정말 멋진 영화네요~^^ ,heav****
8192,끝까지 간다,9,"정말 영화를 ""끝까지"" 보게 하는 긴장감이 잘 살아 있는 영화네요. 이선균과 조진웅의 날 선 연기 대립각도 좋았고...전체적으로 만족스러웠습니다. ",heav****
8193,에덴의 선택,9,예고편을 보았는데...아...정말 말이 안 나오네요. 충격입니다. 이런 영화 정말 많은 사람들이 꼭 보고 경각심을 갖아야 할 것이라 생각합니다. ,heav****
8194,고스트: 보이지 않는 사랑,6,기대가 너무 컸던 것 같아요...너무나도 엉성한...ㅠㅠ ,heav****
8195,폐가,1,아...이건 너무 심했다....이 영화 뭥미? ,heav****
8196,블러드,6,철학을 잘 담아내지 못한 영화는 전지현만으로는 무리인 듯... ,heav****
8197,문프린세스: 문에이커의 비밀,5,기대보다 엄청 밍밍한 판타지...안습.... ,heav****
8198,마린 보이,8,갈수록 긴장감은 좀 떨어지는데 조재현의 연기 역시 짱입니다... ,heav****
8199,작전,8,박희순의 연기 하나만으로도 건질 것이 있는 영화!!! ,heav****
8200,결혼 이야기,10,사랑하고 아프고 그래도 사랑하고. 여운이 많이남는 영화였다 ,heav****
8201,원스,10,영화는 끝나도 음악으로 짙어진 여운. ,heav****
8202,싱 스트리트,10,두근거리고 반항적이고 자유롭다! 너무 신선한 영화! ,heav****
8203,내 사랑,10,사랑스러운 그녀에 빠져든다 ,heav****
8204,우아한 거짓말,7,배우들도 너무 좋고 마음을 울리는 영화였어요 ,heav****
8205,사랑할 땐 누구나 최악이 된다,8,연출도 너무 좋았고 달콤 씁쓸한 현실과 영화를 잘 버무린 스토리도 좋았어요. 올해 최고 영화였음. ,heav****
8206,엘비스,2,"연출이 정말 별로였다. 흑인들 나오는 초반부엔재밌었으나 이후 지조없이 이랬다저랬다하는 엘비스가 매력없이 느껴졌고, 보는내내 보헤미안 랩소디가 정말 잘 만든 영화구나라고 다시 느꼈다.싱스트리트의 신선함도 보헤미안의 반항기 넘치는 똘기도 없었던 물에 술탄듯 술에 물탄듯한 영화. 중반부터 몰입감이 확떨어졌음. ",heav****
8207,프리 가이,10,짜임새있고 빈틈없이 완벽한 영화 ,heav****
8208,작가 미상,10,,heav****
8209,미드소마,10,정신이 피폐해지고 기빨리고 한동안 멍해지는 느낌이 몇일감. 감독의 연출이 대단하다고 느낌. 옳고그르다를 넘어선 맹목적인 공포였어요 ,heav****
8210,82년생 김지영,10, 영화보는 내내 공감이 됐습니다 소설과 영화속 김지영은 현 사회속에서 치여서 힘들어하는 우리의 자화상같았어요 지영이가 너무 안타까웠어요 그리고 남편도 어머니들도 안타까웠어요 누가 모두를 이렇게 아프게 한것일까요? 모두가 결핍을 안고 살아갈수없는 현실에 서로 헐뜯고 그것을 통해 결핍된 자신들의 마음의 구멍을 매꾸고 살아가고있는것같아요. 모두가 아픈 현실속에 ,heav****
8211,앤트맨과 와스프,10,너무재밌는데!!다음 마블시리즈 완전기대됨! ,heav****
8212,블랙 팬서,2,안졸렸는데 그냥 잤어요 ,heav****
8213,1987,9,배우들이 왜 다 나와서 열연하는지 알겠어요. 지금 정권까지 오기까지 얼마나 많은분들이 희생당하시고 힘든시절을 겪으셨는지.. 이시대에 사는 오늘에 감사합니다. ,heav****
8214,범죄도시,8,보는내내 심장이쫄깃 .잔인해서 무서웠지만 배우들 연기 소름돋게 잘하네요 ,heav****
8215,형,9,웃다가 펑펑울다.. 공감이 많이가는 영화였어요. 배우들 연기 너무 좋았습니다! ,heav****
8216,밀정,10,군더더기 없이 깔끔하다 감정연기들을 너무잘해서 내내 몰입해서 보고옴 ,heav****
8217,터널,9,믿고보는 하정우! 오달수 ! ,heav****
8218,변호인,10,여기다 정치판 욕해도 잡혀가는거 아닌가싶네요 아직도 뭐.. ,heav****
8219,아저씨,10,뻔한복수극이라도 연출에 따라 이리달라보일수있구나하고생각했다. 최고의영화!!! ,heav****
8220,82년생 김지영,10, 영화보는 내내 공감이 됐습니다 소설과 영화속 김지영은 현 사회속에서 치여서 힘들어하는 우리의 자화상같았어요 지영이가 너무 안타까웠어요 그리고 남편도 어머니들도 안타까웠어요 누가 모두를 이렇게 아프게 한것일까요? 모두가 결핍을 안고 살아갈수없는 현실에 서로 헐뜯고 그것을 통해 결핍된 자신들의 마음의 구멍을 매꾸고 살아가고있는것같아요. 모두가 아픈 현실속에 ,heav****
8221,앤트맨과 와스프,10,너무재밌는데!!다음 마블시리즈 완전기대됨! ,heav****
8222,블랙 팬서,2,안졸렸는데 그냥 잤어요 ,heav****
8223,1987,9,배우들이 왜 다 나와서 열연하는지 알겠어요. 지금 정권까지 오기까지 얼마나 많은분들이 희생당하시고 힘든시절을 겪으셨는지.. 이시대에 사는 오늘에 감사합니다. ,heav****
8224,범죄도시,8,보는내내 심장이쫄깃 .잔인해서 무서웠지만 배우들 연기 소름돋게 잘하네요 ,heav****
8225,형,9,웃다가 펑펑울다.. 공감이 많이가는 영화였어요. 배우들 연기 너무 좋았습니다! ,heav****
8226,밀정,10,군더더기 없이 깔끔하다 감정연기들을 너무잘해서 내내 몰입해서 보고옴 ,heav****
8227,터널,9,믿고보는 하정우! 오달수 ! ,heav****
8228,변호인,10,여기다 정치판 욕해도 잡혀가는거 아닌가싶네요 아직도 뭐.. ,girl****
8229,아저씨,10,뻔한복수극이라도 연출에 따라 이리달라보일수있구나하고생각했다. 최고의영화!!! ,girl****
8230,결혼 이야기,10,사랑하고 아프고 그래도 사랑하고. 여운이 많이남는 영화였다 ,girl****
8231,원스,10,영화는 끝나도 음악으로 짙어진 여운. ,girl****
8232,싱 스트리트,10,두근거리고 반항적이고 자유롭다! 너무 신선한 영화! ,girl****
8233,내 사랑,10,사랑스러운 그녀에 빠져든다 ,girl****
8234,우아한 거짓말,7,배우들도 너무 좋고 마음을 울리는 영화였어요 ,girl****
8235,사랑할 땐 누구나 최악이 된다,8,연출도 너무 좋았고 달콤 씁쓸한 현실과 영화를 잘 버무린 스토리도 좋았어요. 올해 최고 영화였음. ,girl****
8236,엘비스,2,"연출이 정말 별로였다. 흑인들 나오는 초반부엔재밌었으나 이후 지조없이 이랬다저랬다하는 엘비스가 매력없이 느껴졌고, 보는내내 보헤미안 랩소디가 정말 잘 만든 영화구나라고 다시 느꼈다.싱스트리트의 신선함도 보헤미안의 반항기 넘치는 똘기도 없었던 물에 술탄듯 술에 물탄듯한 영화. 중반부터 몰입감이 확떨어졌음. ",girl****
8237,프리 가이,10,짜임새있고 빈틈없이 완벽한 영화 ,girl****
8238,작가 미상,10,,heav****
8239,미드소마,10,정신이 피폐해지고 기빨리고 한동안 멍해지는 느낌이 몇일감. 감독의 연출이 대단하다고 느낌. 옳고그르다를 넘어선 맹목적인 공포였어요 ,heav****
8240,82년생 김지영,10, 영화보는 내내 공감이 됐습니다 소설과 영화속 김지영은 현 사회속에서 치여서 힘들어하는 우리의 자화상같았어요 지영이가 너무 안타까웠어요 그리고 남편도 어머니들도 안타까웠어요 누가 모두를 이렇게 아프게 한것일까요? 모두가 결핍을 안고 살아갈수없는 현실에 서로 헐뜯고 그것을 통해 결핍된 자신들의 마음의 구멍을 매꾸고 살아가고있는것같아요. 모두가 아픈 현실속에 ,heav****
8241,앤트맨과 와스프,10,너무재밌는데!!다음 마블시리즈 완전기대됨! ,heav****
8242,블랙 팬서,2,안졸렸는데 그냥 잤어요 ,heav****
8243,1987,9,배우들이 왜 다 나와서 열연하는지 알겠어요. 지금 정권까지 오기까지 얼마나 많은분들이 희생당하시고 힘든시절을 겪으셨는지.. 이시대에 사는 오늘에 감사합니다. ,heav****
8244,범죄도시,8,보는내내 심장이쫄깃 .잔인해서 무서웠지만 배우들 연기 소름돋게 잘하네요 ,heav****
8245,형,9,웃다가 펑펑울다.. 공감이 많이가는 영화였어요. 배우들 연기 너무 좋았습니다! ,heav****
8246,밀정,10,군더더기 없이 깔끔하다 감정연기들을 너무잘해서 내내 몰입해서 보고옴 ,heav****
8247,터널,9,믿고보는 하정우! 오달수 ! ,heav****
8248,변호인,10,여기다 정치판 욕해도 잡혀가는거 아닌가싶네요 아직도 뭐.. ,heav****
8249,아저씨,10,뻔한복수극이라도 연출에 따라 이리달라보일수있구나하고생각했다. 최고의영화!!! ,heav****
8250,82년생 김지영,10, 영화보는 내내 공감이 됐습니다 소설과 영화속 김지영은 현 사회속에서 치여서 힘들어하는 우리의 자화상같았어요 지영이가 너무 안타까웠어요 그리고 남편도 어머니들도 안타까웠어요 누가 모두를 이렇게 아프게 한것일까요? 모두가 결핍을 안고 살아갈수없는 현실에 서로 헐뜯고 그것을 통해 결핍된 자신들의 마음의 구멍을 매꾸고 살아가고있는것같아요. 모두가 아픈 현실속에 ,heav****
8251,앤트맨과 와스프,10,너무재밌는데!!다음 마블시리즈 완전기대됨! ,heav****
8252,블랙 팬서,2,안졸렸는데 그냥 잤어요 ,heav****
8253,1987,9,배우들이 왜 다 나와서 열연하는지 알겠어요. 지금 정권까지 오기까지 얼마나 많은분들이 희생당하시고 힘든시절을 겪으셨는지.. 이시대에 사는 오늘에 감사합니다. ,heav****
8254,범죄도시,8,보는내내 심장이쫄깃 .잔인해서 무서웠지만 배우들 연기 소름돋게 잘하네요 ,heav****
8255,형,9,웃다가 펑펑울다.. 공감이 많이가는 영화였어요. 배우들 연기 너무 좋았습니다! ,heav****
8256,밀정,10,군더더기 없이 깔끔하다 감정연기들을 너무잘해서 내내 몰입해서 보고옴 ,heav****
8257,터널,9,믿고보는 하정우! 오달수 ! ,heav****
8258,변호인,10,여기다 정치판 욕해도 잡혀가는거 아닌가싶네요 아직도 뭐.. ,heav****
8259,아저씨,10,뻔한복수극이라도 연출에 따라 이리달라보일수있구나하고생각했다. 최고의영화!!! ,heav****
8260,결혼 이야기,10,사랑하고 아프고 그래도 사랑하고. 여운이 많이남는 영화였다 ,heav****
8261,원스,10,영화는 끝나도 음악으로 짙어진 여운. ,heav****
8262,싱 스트리트,10,두근거리고 반항적이고 자유롭다! 너무 신선한 영화! ,heav****
8263,내 사랑,10,사랑스러운 그녀에 빠져든다 ,heav****
8264,우아한 거짓말,7,배우들도 너무 좋고 마음을 울리는 영화였어요 ,heav****
8265,사랑할 땐 누구나 최악이 된다,8,연출도 너무 좋았고 달콤 씁쓸한 현실과 영화를 잘 버무린 스토리도 좋았어요. 올해 최고 영화였음. ,heav****
8266,엘비스,2,"연출이 정말 별로였다. 흑인들 나오는 초반부엔재밌었으나 이후 지조없이 이랬다저랬다하는 엘비스가 매력없이 느껴졌고, 보는내내 보헤미안 랩소디가 정말 잘 만든 영화구나라고 다시 느꼈다.싱스트리트의 신선함도 보헤미안의 반항기 넘치는 똘기도 없었던 물에 술탄듯 술에 물탄듯한 영화. 중반부터 몰입감이 확떨어졌음. ",heav****
8267,프리 가이,10,짜임새있고 빈틈없이 완벽한 영화 ,heav****
8268,작가 미상,10,,ghkd****
8269,미드소마,10,정신이 피폐해지고 기빨리고 한동안 멍해지는 느낌이 몇일감. 감독의 연출이 대단하다고 느낌. 옳고그르다를 넘어선 맹목적인 공포였어요 ,ghkd****
8270,82년생 김지영,10, 영화보는 내내 공감이 됐습니다 소설과 영화속 김지영은 현 사회속에서 치여서 힘들어하는 우리의 자화상같았어요 지영이가 너무 안타까웠어요 그리고 남편도 어머니들도 안타까웠어요 누가 모두를 이렇게 아프게 한것일까요? 모두가 결핍을 안고 살아갈수없는 현실에 서로 헐뜯고 그것을 통해 결핍된 자신들의 마음의 구멍을 매꾸고 살아가고있는것같아요. 모두가 아픈 현실속에 ,ghkd****
8271,앤트맨과 와스프,10,너무재밌는데!!다음 마블시리즈 완전기대됨! ,ghkd****
8272,블랙 팬서,2,안졸렸는데 그냥 잤어요 ,asol****
8273,1987,9,배우들이 왜 다 나와서 열연하는지 알겠어요. 지금 정권까지 오기까지 얼마나 많은분들이 희생당하시고 힘든시절을 겪으셨는지.. 이시대에 사는 오늘에 감사합니다. ,asol****
8274,범죄도시,8,보는내내 심장이쫄깃 .잔인해서 무서웠지만 배우들 연기 소름돋게 잘하네요 ,asol****
8275,형,9,웃다가 펑펑울다.. 공감이 많이가는 영화였어요. 배우들 연기 너무 좋았습니다! ,asol****
8276,밀정,10,군더더기 없이 깔끔하다 감정연기들을 너무잘해서 내내 몰입해서 보고옴 ,hohe****
8277,터널,9,믿고보는 하정우! 오달수 ! ,hohe****
8278,변호인,10,여기다 정치판 욕해도 잡혀가는거 아닌가싶네요 아직도 뭐.. ,hohe****
8279,아저씨,10,뻔한복수극이라도 연출에 따라 이리달라보일수있구나하고생각했다. 최고의영화!!! ,hohe****
8280,82년생 김지영,10, 영화보는 내내 공감이 됐습니다 소설과 영화속 김지영은 현 사회속에서 치여서 힘들어하는 우리의 자화상같았어요 지영이가 너무 안타까웠어요 그리고 남편도 어머니들도 안타까웠어요 누가 모두를 이렇게 아프게 한것일까요? 모두가 결핍을 안고 살아갈수없는 현실에 서로 헐뜯고 그것을 통해 결핍된 자신들의 마음의 구멍을 매꾸고 살아가고있는것같아요. 모두가 아픈 현실속에 ,hohe****
8281,앤트맨과 와스프,10,너무재밌는데!!다음 마블시리즈 완전기대됨! ,hohe****
8282,블랙 팬서,2,안졸렸는데 그냥 잤어요 ,hohe****
8283,1987,9,배우들이 왜 다 나와서 열연하는지 알겠어요. 지금 정권까지 오기까지 얼마나 많은분들이 희생당하시고 힘든시절을 겪으셨는지.. 이시대에 사는 오늘에 감사합니다. ,hohe****
8284,범죄도시,8,보는내내 심장이쫄깃 .잔인해서 무서웠지만 배우들 연기 소름돋게 잘하네요 ,hohe****
8285,형,9,웃다가 펑펑울다.. 공감이 많이가는 영화였어요. 배우들 연기 너무 좋았습니다! ,hohe****
8286,밀정,10,군더더기 없이 깔끔하다 감정연기들을 너무잘해서 내내 몰입해서 보고옴 ,hohe****
8287,터널,9,믿고보는 하정우! 오달수 ! ,hohe****
8288,변호인,10,여기다 정치판 욕해도 잡혀가는거 아닌가싶네요 아직도 뭐.. ,hohe****
8289,아저씨,10,뻔한복수극이라도 연출에 따라 이리달라보일수있구나하고생각했다. 최고의영화!!! ,hohe****
8290,공조2: 인터내셔날,10,현빈 다니엘헤니 존잘윤아 존예마지막 껄떡대지 말라우 심쿵 완벽! ,hohe****
8291,결혼 이야기,10,사랑하고 아프고 그래도 사랑하고. 여운이 많이남는 영화였다 ,hohe****
8292,원스,10,영화는 끝나도 음악으로 짙어진 여운. ,hohe****
8293,싱 스트리트,10,두근거리고 반항적이고 자유롭다! 너무 신선한 영화! ,hohe****
8294,내 사랑,10,사랑스러운 그녀에 빠져든다 ,hohe****
8295,우아한 거짓말,7,배우들도 너무 좋고 마음을 울리는 영화였어요 ,hohe****
8296,사랑할 땐 누구나 최악이 된다,8,연출도 너무 좋았고 달콤 씁쓸한 현실과 영화를 잘 버무린 스토리도 좋았어요. 올해 최고 영화였음. ,hohe****
8297,엘비스,2,"연출이 정말 별로였다. 흑인들 나오는 초반부엔재밌었으나 이후 지조없이 이랬다저랬다하는 엘비스가 매력없이 느껴졌고, 보는내내 보헤미안 랩소디가 정말 잘 만든 영화구나라고 다시 느꼈다.싱스트리트의 신선함도 보헤미안의 반항기 넘치는 똘기도 없었던 물에 술탄듯 술에 물탄듯한 영화. 중반부터 몰입감이 확떨어졌음. ",hohe****
8298,프리 가이,10,짜임새있고 빈틈없이 완벽한 영화 ,hohe****
8299,작가 미상,10,,hohe****
8300,미드소마,10,정신이 피폐해지고 기빨리고 한동안 멍해지는 느낌이 몇일감. 감독의 연출이 대단하다고 느낌. 옳고그르다를 넘어선 맹목적인 공포였어요 ,hohe****
8301,82년생 김지영,10, 영화보는 내내 공감이 됐습니다 소설과 영화속 김지영은 현 사회속에서 치여서 힘들어하는 우리의 자화상같았어요 지영이가 너무 안타까웠어요 그리고 남편도 어머니들도 안타까웠어요 누가 모두를 이렇게 아프게 한것일까요? 모두가 결핍을 안고 살아갈수없는 현실에 서로 헐뜯고 그것을 통해 결핍된 자신들의 마음의 구멍을 매꾸고 살아가고있는것같아요. 모두가 아픈 현실속에 ,hohe****
8302,앤트맨과 와스프,10,너무재밌는데!!다음 마블시리즈 완전기대됨! ,hohe****
