,titles,rates,reviews,review_id
0,비상선언,10,,no9a****
1,얼라이드,10,잔잔하게 강렬히 와 닫네요 ,no9a****
2,분노의 질주: 더 맥시멈,10,정말 오랜만의 시원한 액션 눈을 땔수가 없었음~출연하는 차들역시 ~ ,no9a****
3,다크 나이트 라이즈,10,세시간이 짧게 느껴진건 오랜만인듯 ,no9a****
4,늑대사냥,10,호불호 심할듯한데 재밌네요 ,no9a****
5,늑대사냥,10,이제 까지 없던 스토리흥미진진 ,tls8****
6,미드소마,6,정성스럽게 미친 사이비 종교의 집단광기를 세밀하고 뛰어난 연출력으로 표현하는 영화. ,tls8****
7,365일: 오늘,10, 마성의 여자 라우라ㅋㅋㅋ스토리 따위는 개나 줘버렸지만 남주의 얼굴이 개연성이다. 연기는 좀 웃김 ,myle****
8,캐빈 인 더 우즈,8, 가볍게 보기 좋음. 마약쟁이가 제일 정상적임ㅋㅋㅋ 마티 너무 좋아. 호러지만 개그 요소도 있는 신선한 영화. ,myle****
9,썬더버드,10,"초반 몰입감, 하루밤 사이에 벌어지는 반전있는 스토리, 고구마지만 현실적인 캐릭터, 결국 내가  가야할곳은 평범한 일상있는 그곳이라는 엔딩까지 기대이상의 띵작!! ",seon****
10,뷰티풀 데이 인 더 네이버후드,10,톰행크스말고 누가 이 역할을 소화할수있었을까싶다. 근근히 미국영화에서 볼 수 있는 크리스쿠퍼 연기도 정말 너무너무 좋았고.누구든 꼭 한번은 봤으면 좋겠다싶은 좋은 작품 ,seon****
11,뉴스 오브 더 월드,10,믿고보는 톰 행크스. 그리고 레드데드리뎀션 마렵다 ,seon****
12,워 머신,7,영화 지루했지만 믿고보는 브래드피트 연기 그리고 스토리각색은 나름은 잘 된듯?실제론 ‘패배한 전쟁의 지휘관’ 이란 총대를 떠안기 싫었던 장군이 일부러 롤링스톤 기자를 섭외한뒤 대통령 및 상관들을 욕하고 기사화하게끔 유도해서 해임 당할수밖에없는 구조를짠걸로 알고있습니다. 당시 미국군이나 정치계나 서로 전쟁패배 책임전가하느라 바빴죠 ,seon****
13,퍼펙트 센스,10,"옛날 개봉때 영화관에서 보고 굉장히 충격받았던 기억이나네요. 연기 스토리 다 최고지만 무엇보다 청각을 잃고난 뒤부터의 무음 연출. 영화관에서 그렇게 적막 가득한 고요한 시청은 이 작품이 유일했는데. 오랜만에 다시보니, 특히 코로나를 겪고 다시 보니 정말 더 몰입하게 됐습니다. 세상에서 가장 충격적인 멜로영화 ",saza****
14,스타 이즈 본,10,세번째 리메이크버전일정도로 미국에서 유명한 작품이지만. 브래들리 쿠퍼 감독으로도 대단하네요 정말. 감독데뷔작이라는게 믿겨지지않을 정도이고. 개봉때보고 오늘 다시 봤는데 더 재밌게본듯 ,saza****
15,마지막 게임,8,담고싶은게 많았던 감독의 부족한 연출. 그걸 덮는 명배우들의 연기 ,roma****
16,마약왕,5,스토리 개연성 디테일 그냥 갖다버림. 배우들 연기덕에 감독똥이 묻힘 ,roma****
17,인터셉터,1,개시레기영화에요 이걸 보고나면 야차나 카터는 명작일 정도 ,roma****
18,서던 리치: 소멸의 땅,10,처음에 너무 허접할거같았는데 각본이 탄탄하네요. 스토리 진행할수록 꿀잼. 후반부 영상미와 몰입도는 ㄹㅇ 너무 좋았다. 엔딩 크레딧도 og ,roma****
19,애드 아스트라,10,"넷플릭스에서 영화볼땐 거의 기대안하고 킬링타임정도만되라 기도하고 보는 편인데, 일단 브래드피트 주연이라 각본연출 조져도 연기는 볼만하겠지싶어서 봤습니다. 근데 정말 브래드피트가 캐리합니다. 몰입도 베리굳. 재밌게봤어요 ",roma****
20,야차,4,영화감독을 꿈꾸는 부잣집아들이 아빠 졸라서 연예인 섭외해서 찍은 ‘영상’ 같아요. 제발 2편은 찍지 말아주세요 ,roma****
21,야차,4,영화감독을 꿈꾸는 부잣집아들이 아빠 졸라서 연예인 섭외해서 찍은 ‘영상’ 같아요. 제발 2편은 찍지 말아주세요 ,roma****
22,썬더버드,10,"초반 몰입감, 하루밤 사이에 벌어지는 반전있는 스토리, 고구마지만 현실적인 캐릭터, 결국 내가  가야할곳은 평범한 일상있는 그곳이라는 엔딩까지 기대이상의 띵작!! ",roma****
23,뷰티풀 데이 인 더 네이버후드,10,톰행크스말고 누가 이 역할을 소화할수있었을까싶다. 근근히 미국영화에서 볼 수 있는 크리스쿠퍼 연기도 정말 너무너무 좋았고.누구든 꼭 한번은 봤으면 좋겠다싶은 좋은 작품 ,roma****
24,뉴스 오브 더 월드,10,믿고보는 톰 행크스. 그리고 레드데드리뎀션 마렵다 ,roma****
25,워 머신,7,영화 지루했지만 믿고보는 브래드피트 연기 그리고 스토리각색은 나름은 잘 된듯?실제론 ‘패배한 전쟁의 지휘관’ 이란 총대를 떠안기 싫었던 장군이 일부러 롤링스톤 기자를 섭외한뒤 대통령 및 상관들을 욕하고 기사화하게끔 유도해서 해임 당할수밖에없는 구조를짠걸로 알고있습니다. 당시 미국군이나 정치계나 서로 전쟁패배 책임전가하느라 바빴죠 ,roma****
26,퍼펙트 센스,10,"옛날 개봉때 영화관에서 보고 굉장히 충격받았던 기억이나네요. 연기 스토리 다 최고지만 무엇보다 청각을 잃고난 뒤부터의 무음 연출. 영화관에서 그렇게 적막 가득한 고요한 시청은 이 작품이 유일했는데. 오랜만에 다시보니, 특히 코로나를 겪고 다시 보니 정말 더 몰입하게 됐습니다. 세상에서 가장 충격적인 멜로영화 ",roma****
27,스타 이즈 본,10,세번째 리메이크버전일정도로 미국에서 유명한 작품이지만. 브래들리 쿠퍼 감독으로도 대단하네요 정말. 감독데뷔작이라는게 믿겨지지않을 정도이고. 개봉때보고 오늘 다시 봤는데 더 재밌게본듯 ,roma****
28,마지막 게임,8,담고싶은게 많았던 감독의 부족한 연출. 그걸 덮는 명배우들의 연기 ,roma****
29,마약왕,5,스토리 개연성 디테일 그냥 갖다버림. 배우들 연기덕에 감독똥이 묻힘 ,saza****
30,인터셉터,1,개시레기영화에요 이걸 보고나면 야차나 카터는 명작일 정도 ,saza****
31,서던 리치: 소멸의 땅,10,처음에 너무 허접할거같았는데 각본이 탄탄하네요. 스토리 진행할수록 꿀잼. 후반부 영상미와 몰입도는 ㄹㅇ 너무 좋았다. 엔딩 크레딧도 og ,roma****
32,애드 아스트라,10,"넷플릭스에서 영화볼땐 거의 기대안하고 킬링타임정도만되라 기도하고 보는 편인데, 일단 브래드피트 주연이라 각본연출 조져도 연기는 볼만하겠지싶어서 봤습니다. 근데 정말 브래드피트가 캐리합니다. 몰입도 베리굳. 재밌게봤어요 ",roma****
33,야차,4,영화감독을 꿈꾸는 부잣집아들이 아빠 졸라서 연예인 섭외해서 찍은 ‘영상’ 같아요. 제발 2편은 찍지 말아주세요 ,roma****
34,야차,4,영화감독을 꿈꾸는 부잣집아들이 아빠 졸라서 연예인 섭외해서 찍은 ‘영상’ 같아요. 제발 2편은 찍지 말아주세요 ,roma****
35,타이탄의 분노,10,지리는 액션에 스토리까지 챙기기란 아바타급 정성 아니면 힘든 일입니다.. 이 정도면 충분히 훌륭한 영화 ,roma****
36,탑건: 매버릭,10,톰크루즈는 레전드다.. ,roma****
37,브라이트,8,4년전에 OST 라인업이 지려서 알게 된 영화.. 윌스미스 욕박는거 시원한거랑 소소한 액션은 시원하게 다가올 수 있으나 개연성이 다소 아쉬운 영화 ㅠ ,roma****
38,월-E,10,월E 졸귀 ㅠㅠ 최고의 애니메이션 영화 ,roma****
39,코코,10,역대 애니메이션 중 가장 삶의 의미와 가치를 되돌아보기에 좋은 영화. 이 영화에서 가장 중요한 포인트가 바로 '잊혀지지 않는 것'입니다. 언제나 자신을 기억해주는 누군가가 있다는 것 만으로 우리는 분명 살아갈 자격이 있다고 생각해요. 가족의 사랑과 따뜻함을 느끼고 싶은 분들에게는 정말 둘도 없는 추천작. ,roma****
40,알라딘,9,화려한 영상미만으로도 상상의 세계를 자극한다. 어차피 '알라딘' 내용은 상상의 소산물 아니던가! ,roma****
41,자산어보,10,"김훈의 '흑산'을 통해 만난 정약전, 이 영화로 그의 진면목을 만난 벅찬 감동으로 기억하겠다... ",roma****
42,루스 베이더 긴즈버그 : 나는 반대한다,10,"사회적 정의를 위해 몸 바친 분, 영원히 기억되어야 할 긴즈버그... ",roma****
43,소년시절의 너,10,"네이버의 평점은 거짓말을 하지 않네요. 보는 내내 가슴을 부여잡고 긴장할 수밖에 없었어요. 연기에, 스토리에, 연출에... 학교폭력을 다시 한 번 생각하게 하는 좋은 영화입니다... ",roma****
44,작은 아씨들,10,'내 인생의 영화' 혹은 '역대급' 영화를 만났습니다..^^ 영원히 기억될 것 같습니다.. ,roma****
45,블라인드,9,"뒤로 가면서 약간의 무리수.. 김하늘이라는 배우, 다시 보게 됐고. 추천함! ",jcep****
46,어거스트 러쉬,10,"아이의 연기가 좋았고, 음악이 좋았어요... ",jcep****
47,어톤먼트,10,매우매우 심플하면서도 마지막의 감동이란....휴.... ,jcep****
48,공조2: 인터내셔날,10,,jcep****
49,마녀(魔女) Part2. The Other One,2,"아 진짜 박훈정 감독 너무 실망이다. 오늘 IPTV에서 천원 이벤트로 봤다. 연출 스토리 특히, 연기는 모든 배우들이 다 최악이다 ㅡㅡ 진짜 왜 만들었어요? 그냥 1편만 전설로 남기지 에휴 ㅡㅡ ",jcep****
50,셧 인,1,디스터비아의 쫀쫀함을 기억하는 디제이 가투소 감독 팬이라면 정말 심각한 수준이다 ㅡㅡ 너무 대충 만들었네 ㅋ ,jcep****
51,3000 마일,10,"이거 재밌는데~2001년에 만들었단게 사실? 2022년, 요즘 만든 헐리웃 영화같은데? ㅋㅋ 뒤쫓는 형사중 1명은 스파이더맨에 나온 샌드맨 이자나~액션도 찰지고, 스토리도 헐리웃치고 애를 이용한 감동도 있음~ ",nsc2****
52,더 배트맨,3,"일단 분위기 칙칙한 걸로는 잭스나이더 감독의 왓치맨이 생각났다. 둘이 비교한다면 왓치맨은 재밌는데, 이건 심각하게 심심하고 지루함! 샷건 맞아도 안죽는 배트맨은 그냥 인간인데, 실소가 나온다~제목을 ' 검은 수퍼맨 ' 으로 바꾸지그래? ",nsc2****
53,더 넌,5,마지막이 너무 시시하게 그냥 마무리하네 ㅋ ,nsc2****
54,여타짜,1,"일단은 정혜인, 이채영 주연 투톱들이 발연기가 개지리는데 망하는건 당연한 수순~~~21세기에 1990년 한국영화 보는 느낌임. 내뱉는 대사 하나하나가 식상함을 넘어 그냥 발로 대본 썻나싶음 ",nsc2****
55,랑종,1,"솔직히 다큐처럼, 실화인거처럼, 관객들 낚을려는 이런 촬영법은 이제 그만하자 ㅡㅡ 재미 하나도 없고 핸드기법 촬영 보고있음 어지럽다 ㅡㅡ 화면이 계속 도니깐, 보는 내내 몰입은 커녕 방해만 됨 ",nsc2****
56,가자왕,10,이거 진짜 재밌게 봤었는데 ㅋㅋ 주인공 전가락도 멋있었지만 원진이 악역인데도 불구하고 장난아님~ 한국인 인걸로 아는데 ㅋㅋ ,nsc2****
57,더블 반담,10,근데 여주 몸매가 진짜 장난 아니다 ㅋㅋㅋㅋ ,nsc2****
58,킬러의 보디가드 2: 킬러의 와이프,2,솔직히 액션이 너무 억지스럽다. 슈퍼히어로물도 아닌데 악당들이 총알을 수백발 쏴도 다 비켜감. 글고 감독이 너무 데드풀 따라한거같다. 쓸데없이 지루한 대사가 너무 많아서 영화를 온전히 못보게 만든다. 집중에 심각하게 방해됨 ㅡㅡ ,nsc2****
59,오감도,1,근데 대체 19금인 이유가 머에요? 아무것도 없는 빈껍데기인데? ,nsc2****
60,꽃다발 같은 사랑을 했다,10,"영화는 5년이고, 나는 4년간 미친듯이 사랑하다 여자친구를 떠나보낸 기억이 있어서 참 남주한테 내모습이 투영되네요. 진짜 막판에는 여친한테 짜증 마니냈는데 ㅋ ",hann****
61,신문기자,10,한국이나 일본이나 나라를 망치는 것들은 더러운 정치꾼과 거기에 기생해 빌붙어먹는 검사와 판사들 ,hann****
62,일루셔니스트,1,배경은 한 1800년대쯤 현실 세계같은데 하는 마술은 거의 초능력급이라 좀 몰입을 심하게 방해합니다. SF 장르도 아닌데 말이죠 ㅋ 아무리 영화라지만 진짜 초능력은 아니자나요 ,bboy****
63,욕망의 독:중독,2,나오는 여자들 전부 연기가 3류 수준에 성괴들 ㅋㅋ ,bboy****
64,여고괴담 여섯번째 이야기 : 모교,1,감독 진짜 개무능하다. 개봉전에 편집본 봤을꺼아냐? 화면이 너무 어두워서 아무것도 안보임. 이런걸 감안도 안하고 개봉 밀어붙였냐? 나참나 ㅡㅡ ,bboy****
65,쇼크 웨이브 2,1,근데 덕화형은 1편에서 폭탄과 함께 분명히 터져죽었는데 ㅋㅋ 2편에 아무렇지 않게 다시 나오네 ㅋㅋㅋ ,bboy****
66,주윤발의 도성풍운,1,왕정 감독의 최전성기는 1990년부터 1993년까지~그 이후는 모든 영화가 개망작 ㅋㅋ ,bboy****
67,쿠르스크,10,"한국에 썩은 국방부나 저기 군대 윗선이나 크게 다르지않음. 데려갈땐 국가의 자식, 죽으면 니 자식. 사람을 개보다 못하게 취급하는 현실 ",bboy****
68,미나리,1,이민자들한테는 공감될지 모르겠으나 일반 대중들이 보기에는 그냥 심심한 영화다 ,bboy****
69,오감도,1,근데 대체 19금인 이유가 머에요? 아무것도 없는 빈껍데기인데? ,bboy****
70,꽃다발 같은 사랑을 했다,10,"영화는 5년이고, 나는 4년간 미친듯이 사랑하다 여자친구를 떠나보낸 기억이 있어서 참 남주한테 내모습이 투영되네요. 진짜 막판에는 여친한테 짜증 마니냈는데 ㅋ ",bboy****
71,신문기자,10,한국이나 일본이나 나라를 망치는 것들은 더러운 정치꾼과 거기에 기생해 빌붙어먹는 검사와 판사들 ,bboy****
72,일루셔니스트,1,배경은 한 1800년대쯤 현실 세계같은데 하는 마술은 거의 초능력급이라 좀 몰입을 심하게 방해합니다. SF 장르도 아닌데 말이죠 ㅋ 아무리 영화라지만 진짜 초능력은 아니자나요 ,bboy****
73,욕망의 독:중독,2,나오는 여자들 전부 연기가 3류 수준에 성괴들 ㅋㅋ ,bboy****
74,여고괴담 여섯번째 이야기 : 모교,1,감독 진짜 개무능하다. 개봉전에 편집본 봤을꺼아냐? 화면이 너무 어두워서 아무것도 안보임. 이런걸 감안도 안하고 개봉 밀어붙였냐? 나참나 ㅡㅡ ,bboy****
75,쇼크 웨이브 2,1,근데 덕화형은 1편에서 폭탄과 함께 분명히 터져죽었는데 ㅋㅋ 2편에 아무렇지 않게 다시 나오네 ㅋㅋㅋ ,bboy****
76,주윤발의 도성풍운,1,왕정 감독의 최전성기는 1990년부터 1993년까지~그 이후는 모든 영화가 개망작 ㅋㅋ ,bboy****
77,쿠르스크,10,"한국에 썩은 국방부나 저기 군대 윗선이나 크게 다르지않음. 데려갈땐 국가의 자식, 죽으면 니 자식. 사람을 개보다 못하게 취급하는 현실 ",bboy****
78,미나리,1,이민자들한테는 공감될지 모르겠으나 일반 대중들이 보기에는 그냥 심심한 영화다 ,bboy****
79,기기괴괴 성형수,1,내용도 참 재수없게 만드셨네. 웹툰스럽다. 저질 콘텐츠 ,bboy****
80,007 어나더 데이,6,시커먼스 본드걸이 최악이었지 ,bboy****
81,캐롤,1,이게 뭐가 좋다는 건지 도대체 이해를 못하겠네. 좋게 말해 감동이지 솔까 음악 깔고 관객 감정 조작하는 거 아님? 이거 플롯이나 연출 방식이 1984년작 똥멜로 '폴링 인 러브'와 판박이임 ,bboy****
82,반딧불이의 묘,1,피해자 코스프레 애니메이션~ 완성도와 별개로 의도가 불순한 영화 ,bboy****
83,데어 윌 비 블러드,10,이 영화 점수 봐. 이 정도 점수 당연한 영화다. ,bboy****
84,겨울왕국 2,6,1편에 비해서 많이 별루다. 전형적인 할리웃 속편 ,bboy****
85,죽음의 땅,2,자기가 감독하고 이후로 커리어 추락 ,bboy****
86,JFK,10,한 20년이 지나 다시 봤다. 역시 명작임은 변함 없다 ,bboy****
87,조커,10,배우의 영화다. 연기가 너무 뛰어남. 익살과 광기 사이를  줄타기하는 표현이 완벽함. 호아퀸 피닉스의 조커는 딱 잭 니콜슨과 히스 레저의 경계에 있음. ,bboy****
88,어벤져스: 엔드게임,7,난 그저 그렇던데 내가 이상한가.. ,bboy****
89,안시성,6,"솔직히 연출, 대본 구리다. 공성전 장면도 13년 전 작품인 킹덤 오브 헤븐 보다 좋은지 잘 모르겠다. ",bboy****
90,더 포스트,8,잘 만들었는데 스포트라이트가 한 수 위. ,bboy****
91,스타워즈: 라스트 제다이,10,솔직히 JJ 에이브럼스 전편보다 이게 낫다. 우리나라에서만 평점이 왜이래 ,bboy****
92,버닝,10,강렬한 메타포의 영화가 될까? ,csmo****
93,아이 인 더 스카이,4,빵 다 팔면 끝나는 영화.. 이제 보고 평점 적기도 그렇다 ,csmo****
94,킹 아서: 제왕의 검,1,"가이 리치 특기,, 스토리 도려내기. ",csmo****
95,갓 오브 이집트,7,그렇게 재미없진 않던데. 6점 정도는 되는듯. ,csmo****
96,히든 피겨스,5,그 시절 나사는 흑인 여성들이 없으면 굴러가질 않았었군. 비약이 심하다. 인종차별 철폐와 페미니즘에 의미가 있지만 영화적 완성도는 그리 높지 않음. ,csmo****
97,엘르,9,"""파트릭은 좋은 사람이었지만 고통받는 영혼이었어요. "" 극중 레베카의 대사. ",csmo****
98,국가의 탄생,5,말하고자 하는 바는 크나 연출이 올드하다. 영화라기보다는 미니시리즈 드라마를 보는 느낌. ,csmo****
99,안시성,6,"솔직히 연출, 대본 구리다. 공성전 장면도 13년 전 작품인 킹덤 오브 헤븐 보다 좋은지 잘 모르겠다. ",csmo****
100,더 포스트,8,잘 만들었는데 스포트라이트가 한 수 위. ,csmo****
101,스타워즈: 라스트 제다이,10,솔직히 JJ 에이브럼스 전편보다 이게 낫다. 우리나라에서만 평점이 왜이래 ,csmo****
102,버닝,10,강렬한 메타포의 영화가 될까? ,csmo****
103,아이 인 더 스카이,4,빵 다 팔면 끝나는 영화.. 이제 보고 평점 적기도 그렇다 ,csmo****
104,킹 아서: 제왕의 검,1,"가이 리치 특기,, 스토리 도려내기. ",csmo****
105,갓 오브 이집트,7,그렇게 재미없진 않던데. 6점 정도는 되는듯. ,csmo****
106,히든 피겨스,5,그 시절 나사는 흑인 여성들이 없으면 굴러가질 않았었군. 비약이 심하다. 인종차별 철폐와 페미니즘에 의미가 있지만 영화적 완성도는 그리 높지 않음. ,csmo****
107,엘르,9,"""파트릭은 좋은 사람이었지만 고통받는 영혼이었어요. "" 극중 레베카의 대사. ",csmo****
108,국가의 탄생,5,말하고자 하는 바는 크나 연출이 올드하다. 영화라기보다는 미니시리즈 드라마를 보는 느낌. ,csmo****
109,레저베이션 로드,6,뺑소니 소재는 이제 그만. 명배우의 연기로 덮어도 식상하다.  보험없나? ,csmo****
110,어사일럼,8,죽어야 끝난다면 불륜이 아니라 사랑이라 불러줘야 하지 않을까? ,csmo****
111,더 디너,8,자식 문제 앞에선 언행일치가 어렵다. ,csmo****
112,노예 12년,8,그 시절 북부지역은 지금 보다 더 흑인에 대한 편견이 없었던게 신기하다. ,csmo****
113,내 마음의 풍금,9,그녀는 남자의 감동포인트를 잘 공략해 사랑을 쟁취한 연애고수. ,csmo****
114,애드 아스트라,8,광활한 우주는 인간의 마음. 아버진 가까이 있는건 보지 못하고 멀리 있는 무언가를 보려고 헤매고 있다. 아들도 아버지의 허상을 동경하며 살았다. 아버지의 실체를 직접 보고 난 후 그는 현재에 최선을 다하고 있다. 미래의 행복을 찾는 나를 위한 교훈적인 영화. ,csmo****
115,악마는 프라다를 입는다,8,주인공이 악마같은 보스를 만나 자신의 역량의 최대치를 끌어내며 많이 성장한것도 인정해 줘야함. ,csmo****
116,탑건,9,자기 관리의 중요성을 보여주는 영화.  30년이 지났어도 탐크루즈의 건재함을 보여주기 위한 예고편. ,csmo****
117,지구를 지켜라!,9,반전의 매력까지 있는 아주 잘 만든 영화인데 제목때문인지 주변에 추천하면 날 외계인으로 봄 ,csmo****
118,스팅,10,작정하고 사기치면 누구도 당해 낼 재간이 없다. ,csmo****
119,올드보이,8,잔인하고 불편하고 파격적이다. ,csmo****
120,문신을 한 신부님,8,옷이 사람을 만든다.. ,csmo****
121,바람과 함께 사라지다,10,부와 사랑이 바람과 함께 사라졌지만 괜찮아. 나에겐  또다른 내일이 있으니까. 지금 나에게 필요한 무한긍정 마인드. ,csmo****
122,플립,8,잔잔한 파도를 바라보는 느낌 ,hans****
123,벨파스트,8,어릴때 동네 물난리 났는데 혼자 신나서 튜브에 바람 넣던 일 생각난다. ,hans****
124,세컨 찬스,8,아기 엄마에게 주어진 세컨 찬스. ,hans****
125,귀향,10,나약한 여자도 엄마로 신분이 바뀌면 전사가 된다. ,hans****
126,마이 라이프,8,어제까지 죽고 싶었는데 잘 살아야겠다. ,hans****
127,혐오스런 마츠코의 일생,10,볼수록 예수님을 일본식으로 의인화한 것 같다. ,hans****
128,글루미 선데이,10,"음악, 사랑, 전쟁, 복수를 화폭에 잘 그려낸 영화 ",hans****
129,올드보이,8,잔인하고 불편하고 파격적이다. ,hans****
130,문신을 한 신부님,8,옷이 사람을 만든다.. ,hans****
131,바람과 함께 사라지다,10,부와 사랑이 바람과 함께 사라졌지만 괜찮아. 나에겐  또다른 내일이 있으니까. 지금 나에게 필요한 무한긍정 마인드. ,hans****
132,플립,8,잔잔한 파도를 바라보는 느낌 ,hans****
133,벨파스트,8,어릴때 동네 물난리 났는데 혼자 신나서 튜브에 바람 넣던 일 생각난다. ,hans****
134,세컨 찬스,8,아기 엄마에게 주어진 세컨 찬스. ,hans****
135,귀향,10,나약한 여자도 엄마로 신분이 바뀌면 전사가 된다. ,hans****
136,마이 라이프,8,어제까지 죽고 싶었는데 잘 살아야겠다. ,hans****
137,혐오스런 마츠코의 일생,10,볼수록 예수님을 일본식으로 의인화한 것 같다. ,hans****
138,글루미 선데이,10,"음악, 사랑, 전쟁, 복수를 화폭에 잘 그려낸 영화 ",hans****
139,레저베이션 로드,6,뺑소니 소재는 이제 그만. 명배우의 연기로 덮어도 식상하다.  보험없나? ,hans****
140,어사일럼,8,죽어야 끝난다면 불륜이 아니라 사랑이라 불러줘야 하지 않을까? ,hans****
141,더 디너,8,자식 문제 앞에선 언행일치가 어렵다. ,hans****
142,노예 12년,8,그 시절 북부지역은 지금 보다 더 흑인에 대한 편견이 없었던게 신기하다. ,hans****
143,내 마음의 풍금,9,그녀는 남자의 감동포인트를 잘 공략해 사랑을 쟁취한 연애고수. ,hans****
144,애드 아스트라,8,광활한 우주는 인간의 마음. 아버진 가까이 있는건 보지 못하고 멀리 있는 무언가를 보려고 헤매고 있다. 아들도 아버지의 허상을 동경하며 살았다. 아버지의 실체를 직접 보고 난 후 그는 현재에 최선을 다하고 있다. 미래의 행복을 찾는 나를 위한 교훈적인 영화. ,hans****
145,악마는 프라다를 입는다,8,주인공이 악마같은 보스를 만나 자신의 역량의 최대치를 끌어내며 많이 성장한것도 인정해 줘야함. ,hans****
146,탑건,9,자기 관리의 중요성을 보여주는 영화.  30년이 지났어도 탐크루즈의 건재함을 보여주기 위한 예고편. ,hans****
147,지구를 지켜라!,9,반전의 매력까지 있는 아주 잘 만든 영화인데 제목때문인지 주변에 추천하면 날 외계인으로 봄 ,hans****
148,스팅,10,작정하고 사기치면 누구도 당해 낼 재간이 없다. ,hans****
149,올드보이,8,잔인하고 불편하고 파격적이다. ,hans****
150,문신을 한 신부님,8,옷이 사람을 만든다.. ,hans****
151,바람과 함께 사라지다,10,부와 사랑이 바람과 함께 사라졌지만 괜찮아. 나에겐  또다른 내일이 있으니까. 지금 나에게 필요한 무한긍정 마인드. ,hans****
152,플립,8,잔잔한 파도를 바라보는 느낌 ,hans****
153,벨파스트,8,어릴때 동네 물난리 났는데 혼자 신나서 튜브에 바람 넣던 일 생각난다. ,hans****
154,세컨 찬스,8,아기 엄마에게 주어진 세컨 찬스. ,hans****
155,귀향,10,나약한 여자도 엄마로 신분이 바뀌면 전사가 된다. ,hans****
156,마이 라이프,8,어제까지 죽고 싶었는데 잘 살아야겠다. ,hans****
157,혐오스런 마츠코의 일생,10,볼수록 예수님을 일본식으로 의인화한 것 같다. ,hans****
158,글루미 선데이,10,"음악, 사랑, 전쟁, 복수를 화폭에 잘 그려낸 영화 ",hans****
159,올드보이,8,잔인하고 불편하고 파격적이다. ,hans****
160,문신을 한 신부님,8,옷이 사람을 만든다.. ,hans****
161,바람과 함께 사라지다,10,부와 사랑이 바람과 함께 사라졌지만 괜찮아. 나에겐  또다른 내일이 있으니까. 지금 나에게 필요한 무한긍정 마인드. ,hans****
162,플립,8,잔잔한 파도를 바라보는 느낌 ,hans****
163,벨파스트,8,어릴때 동네 물난리 났는데 혼자 신나서 튜브에 바람 넣던 일 생각난다. ,hans****
164,세컨 찬스,8,아기 엄마에게 주어진 세컨 찬스. ,hans****
165,귀향,10,나약한 여자도 엄마로 신분이 바뀌면 전사가 된다. ,hans****
166,마이 라이프,8,어제까지 죽고 싶었는데 잘 살아야겠다. ,hans****
167,혐오스런 마츠코의 일생,10,볼수록 예수님을 일본식으로 의인화한 것 같다. ,hans****
168,글루미 선데이,10,"음악, 사랑, 전쟁, 복수를 화폭에 잘 그려낸 영화 ",hans****
169,레저베이션 로드,6,뺑소니 소재는 이제 그만. 명배우의 연기로 덮어도 식상하다.  보험없나? ,hans****
170,어사일럼,8,죽어야 끝난다면 불륜이 아니라 사랑이라 불러줘야 하지 않을까? ,hans****
171,더 디너,8,자식 문제 앞에선 언행일치가 어렵다. ,hans****
172,노예 12년,8,그 시절 북부지역은 지금 보다 더 흑인에 대한 편견이 없었던게 신기하다. ,hans****
173,내 마음의 풍금,9,그녀는 남자의 감동포인트를 잘 공략해 사랑을 쟁취한 연애고수. ,hans****
174,애드 아스트라,8,광활한 우주는 인간의 마음. 아버진 가까이 있는건 보지 못하고 멀리 있는 무언가를 보려고 헤매고 있다. 아들도 아버지의 허상을 동경하며 살았다. 아버지의 실체를 직접 보고 난 후 그는 현재에 최선을 다하고 있다. 미래의 행복을 찾는 나를 위한 교훈적인 영화. ,hans****
175,악마는 프라다를 입는다,8,주인공이 악마같은 보스를 만나 자신의 역량의 최대치를 끌어내며 많이 성장한것도 인정해 줘야함. ,hans****
176,탑건,9,자기 관리의 중요성을 보여주는 영화.  30년이 지났어도 탐크루즈의 건재함을 보여주기 위한 예고편. ,hans****
177,지구를 지켜라!,9,반전의 매력까지 있는 아주 잘 만든 영화인데 제목때문인지 주변에 추천하면 날 외계인으로 봄 ,hans****
178,스팅,10,작정하고 사기치면 누구도 당해 낼 재간이 없다. ,hans****
179,올드보이,8,잔인하고 불편하고 파격적이다. ,hans****
180,문신을 한 신부님,8,옷이 사람을 만든다.. ,hans****
181,바람과 함께 사라지다,10,부와 사랑이 바람과 함께 사라졌지만 괜찮아. 나에겐  또다른 내일이 있으니까. 지금 나에게 필요한 무한긍정 마인드. ,hans****
182,플립,8,잔잔한 파도를 바라보는 느낌 ,hans****
183,벨파스트,8,어릴때 동네 물난리 났는데 혼자 신나서 튜브에 바람 넣던 일 생각난다. ,hans****
184,세컨 찬스,8,아기 엄마에게 주어진 세컨 찬스. ,hans****
185,귀향,10,나약한 여자도 엄마로 신분이 바뀌면 전사가 된다. ,hans****
186,마이 라이프,8,어제까지 죽고 싶었는데 잘 살아야겠다. ,hans****
187,혐오스런 마츠코의 일생,10,볼수록 예수님을 일본식으로 의인화한 것 같다. ,hans****
188,글루미 선데이,10,"음악, 사랑, 전쟁, 복수를 화폭에 잘 그려낸 영화 ",hans****
189,올드보이,8,잔인하고 불편하고 파격적이다. ,hans****
190,문신을 한 신부님,8,옷이 사람을 만든다.. ,hans****
